ID,Folio,Tipo_Documento,Proveedor,Proveedor_Raw,Fecha_Compra,Monto_Factura,Ajustes,Monto_Pagar,Forma_Pago,Categoria,Estado,Fecha_Pago,Credit_Days,Comprobante,Fecha_Pago_Real,Created_At,Items_JSON,Foto_URL,Version
HIST25_59,#FACTURA,,SODEXO,SODEXO,2025-01-09,2550.05,0,2550.05,COBRO AUTOMÁTICO,Gastos en General,Pendiente,2025-01-09,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_60,#FACTURA,,NÓMINA,NÓMINA,2025-01-10,20969.4,0,20969.4,COBRO AUTOMÁTICO,Gastos en General,Pendiente,2025-01-10,0,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_61,#FACTURA,,PENSIÓN ALIMENTICIA,PENSIÓN ALIMENTICIA,2025-01-10,866.12,0,866.12,COBRO AUTOMÁTICO,Gastos en General,Pendiente,2025-01-10,0,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_62,#FACTURA,,NÓMINA,NÓMINA,2025-01-03,24638.0,0,24638.0,COBRO AUTOMÁTICO,Gastos en General,Pendiente,2025-01-03,0,Pendiente,,2025-01-03T12:00:00,,,1
HIST25_63,#FACTURA,,SODEXO,SODEXO,2025-01-02,2686.77,0,2686.77,COBRO AUTOMÁTICO,Gastos en General,Pendiente,2025-01-02,0,Pendiente,,2025-01-02T12:00:00,,,1
HIST25_64,#FACTURA,,PENSIÓN ALIMENTICIA,PENSIÓN ALIMENTICIA,2025-01-03,866.0,0,866.0,COBRO AUTOMÁTICO,Gastos en General,Pendiente,2025-01-03,0,Pendiente,,2025-01-03T12:00:00,,,1
HIST25_65,#FACTURA,,Crédito Negocio,Crédito Negocio,2025-01-09,12220.0,0,12220.0,Transferencia,Gastos en General,Pagado,2025-01-09,0,No aplíca,,2025-01-09T12:00:00,,,1
HIST25_66,#FACTURA,,SGMM,SGMM,2025-01-09,4763.0,0,4763.0,Transferencia,Gastos en General,Pagado,2025-01-09,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_67,#FACTURA,,TARJETA CRÉDITO LEC,TARJETA CRÉDITO LEC,2025-01-09,9415.0,0,9415.0,Transferencia,Gastos en General,Pagado,2025-01-09,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_68,t,Factura,Farmacia del Ahorro,Farmacia del Ahorro,2025-01-08,156.0,0,156.0,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_69,68484,Factura,DIPACSA (7 días),DIPACSA (7 días),2025-01-07,835.0,0,835.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-12,5,Pendiente,,2025-01-07T12:00:00,,,1
HIST25_70,27208,Factura,SUKARNE,SUKARNE,2025-01-08,6929.2,0,6929.2,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_71,27207,Factura,SUKARNE,SUKARNE,2025-01-08,4370.3,0,4370.3,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_72,260958,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-01-08,1052.0,0,1052.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-13,5,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_73,36736204,Factura,Bachoco,Bachoco,2025-01-08,16741.76,0,16741.76,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_74,t,Factura,Costco,Costco,2025-01-09,1555.0,0,1555.0,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_75,583266,Remisión,Productos Lácteos Los Pinos (7 DÍAS),Productos Lácteos Los Pinos (7 DÍAS),2025-01-09,370.0,0,370.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_76,1632,Factura,La Cosecha / Guadalupe Caro S. (14 días),La Cosecha / Guadalupe Caro S. (14 días),2025-01-09,1200.0,0,1200.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-23,14,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_77,020959,Factura,INIX COMERCIAL (20 DÍAS),INIX COMERCIAL (20 DÍAS),2025-01-08,5999.76,0,5999.76,Transferencia,Gastos en General,Pagado,2025-01-28,20,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_78,110098,Factura,Colesa (7 días),Colesa (7 días),2025-01-08,494.6,0,494.6,Transferencia,Adquisición de mercancias,Pagado,2025-01-13,5,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_79,261038,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-01-09,1050.0,0,1050.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_80,68510,Factura,DIPACSA (7 días),DIPACSA (7 días),2025-01-09,1583.6,0,1583.6,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_81,699100,Factura,Casa Reza (7 días),Casa Reza (7 días),2025-01-09,900.0,0,900.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_82,699096,Factura,Casa Reza (7 días),Casa Reza (7 días),2025-01-09,1890.0,0,1890.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_83,146960,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-01-09,1655.09,0,1655.09,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_84,150829,Factura,Colesa (7 días),Colesa (7 días),2025-01-09,1956.45,0,1956.45,Transferencia,Adquisición de mercancias,Pagado,2025-01-14,5,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_85,t,Factura,Costco,Costco,2025-01-06,941.52,0,941.52,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-06T12:00:00,,,1
HIST25_86,t,Factura,Refrigeración Lozano,Refrigeración Lozano,2025-01-09,4372.04,0,4372.04,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_87,t,Factura,Sam's Club,Sam's Club,2025-01-07,1317.4,0,1317.4,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-07T12:00:00,,,1
HIST25_88,T,Factura,Costco,Costco,2025-01-08,358.0,0,358.0,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_89,T,Factura,Costco,Costco,2025-01-07,1179.5,0,1179.5,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-07T12:00:00,,,1
HIST25_90,T,Factura,WALMART,WALMART,2025-01-08,94.0,0,94.0,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_91,T,Factura,Sam's Club,Sam's Club,2025-01-07,209.0,0,209.0,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-07T12:00:00,,,1
HIST25_92,T,Factura,Sam's Club,Sam's Club,2025-01-08,963.0,0,963.0,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_93,T,Factura,Gelos Market,Gelos Market,2025-01-07,39.96,0,39.96,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-07T12:00:00,,,1
HIST25_94,27222,Factura,SUKARNE,SUKARNE,2025-01-09,3419.3,0,3419.3,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_95,#FACTURAT,Factura,Alsuper,Alsuper,2025-01-09,511.91,0,511.91,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_96,T,Factura,SUKARNE,SUKARNE,2025-01-09,671.5,0,671.5,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_97,T,Factura,Sam's Club,Sam's Club,2025-01-09,483.0,0,483.0,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_98,T,Factura,Sam's Club,Sam's Club,2025-01-09,1732.0,0,1732.0,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_99,T,Factura,TORREY / IRMA OLIVIA,TORREY / IRMA OLIVIA,2025-01-09,820.0,0,820.0,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-09T12:00:00,,,1
HIST25_100,11969,Factura,CILINDROS Y EQUIPOS PARA GAS DE CHIHUAHUA,CILINDROS Y EQUIPOS PARA GAS DE CHIHUAHUA,2025-01-08,400.0,0,400.0,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-08T12:00:00,,,1
HIST25_101,06012025,Remisión,Salsa La Moncha / Janeth Gonzalez (14 días),Salsa La Moncha / Janeth Gonzalez (14 días),2025-01-06,381.0,0,381.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-11,5,Pendiente,,2025-01-06T12:00:00,,,1
HIST25_102,t,Factura,Alsuper,Alsuper,2025-01-07,125.7,0,125.7,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-07T12:00:00,,,1
HIST25_103,1852,Remisión,NARANJA Y LIMÓN (7 DÍAS),NARANJA Y LIMÓN (7 DÍAS),2025-01-10,1210.0,0,1210.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_104,,,NÓMINA,NÓMINA,2025-01-10,2545.5,0,2545.5,Cheque,Gastos en General,Pendiente,,0,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_105,21,Factura,Carmen Ortega P. / Salsa Macha Pepis (14 días),Carmen Ortega P. / Salsa Macha Pepis (14 días),2025-01-10,1440.0,0,1440.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-24,14,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_106,14559,Factura,ERO Grande (20 días),ERO Grande (20 días),2025-01-10,1516.5,0,1516.5,Transferencia,Adquisición de mercancias,Pagado,2025-01-25,15,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_107,32531,Factura,Papas Santa Fe / Procepap (7 dias),Papas Santa Fe / Procepap (7 dias),2025-01-10,594.0,0,594.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_108,67096,Factura,PROMAR DEL NORTE (14 DÍAS),PROMAR DEL NORTE (14 DÍAS),2025-01-10,3654.7,0,3654.7,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_109,107822,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-01-10,76.97,0,76.97,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_110,107815,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-01-10,805.77,0,805.77,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_111,2421,Factura,Paser / Araceli V. Padilla (14 dias),Paser / Araceli V. Padilla (14 dias),2025-01-10,827.5,0,827.5,Transferencia,Adquisición de mercancias,Pagado,2025-01-24,14,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_112,136852,Factura,Abarrotes Inst. (7 días),Abarrotes Inst. (7 días),2025-01-10,1225.14,0,1225.14,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_113,110125,Factura,Colesa (7 días),Colesa (7 días),2025-01-10,832.0,0,832.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_114,261322,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-01-13,126.0,0,126.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-18,5,Pendiente,,2025-01-13T12:00:00,,,1
HIST25_115,261133,Factura,MEDFRUT (7 DÍAS),MEDFRUT (7 DÍAS),2025-01-10,135.2,0,135.2,Transferencia,Adquisición de mercancias,Pagado,2025-01-15,5,Pendiente,,2025-01-10T12:00:00,,,1
HIST25_116,110136,Factura,Colesa (7 días),Colesa (7 días),2025-01-13,688.6,0,688.6,Transferencia,Adquisición de mercancias,Pagado,2025-01-18,5,Pendiente,,2025-01-13T12:00:00,,,1
HIST25_117,58815,Factura,KEY QUÍMICA (14 DÍAS),KEY QUÍMICA (14 DÍAS),2025-01-13,1702.18,0,1702.18,Transferencia,Gastos en General,Pagado,2025-01-27,14,Pendiente,,2025-01-13T12:00:00,,,1
HIST25_118,682,Factura,Dumbo / Diana Silva Ponce (12 días),Dumbo / Diana Silva Ponce (12 días),2025-01-13,478.0,0,478.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-18,5,Recibido,,2025-01-13T12:00:00,,,1
HIST25_119,40894,Remisión,"AGYDSA ""Aceite"" (7 días)","AGYDSA ""Aceite"" (7 días)",2025-01-13,2100.0,0,2100.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-18,5,Pendiente,,2025-01-13T12:00:00,,,1
HIST25_120,,,CFE,CFE,2025-01-15,7584.96,0,7584.96,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-15T12:00:00,,,1
HIST25_121,T,Factura,Alsuper,Alsuper,2025-01-15,270.05,0,270.05,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-15T12:00:00,,,1
HIST25_122,32691,Factura,Papas Santa Fe / Procepap (7 dias),Papas Santa Fe / Procepap (7 dias),2025-01-14,672.0,0,672.0,Transferencia,Adquisición de mercancias,Pagado,2025-01-19,5,Pendiente,,2025-01-14T12:00:00,,,1
HIST25_123,165759,Factura,Gas El Sobrante,Gas El Sobrante,2025-01-15,199.61,0,199.61,Tarjeta,Gastos en General,Pendiente,,0,Pendiente,,2025-01-15T12:00:00,,,1
HIST25_124,27278,Factura,SUKARNE,SUKARNE,2025-01-15,3619.3,0,3619.3,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-15T12:00:00,,,1
HIST25_125,27279,Factura,SUKARNE,SUKARNE,2025-01-15,4206.4,0,4206.4,Tarjeta,Adquisición de mercancias,Pendiente,,0,Pendiente,,2025-01-15T12:00:00,,,1
