ID,Fecha,DiaSemana,VentasDia,PagosRecibidos,Tarjeta,Transferencias,Cashback,StoreCredit,2ndoSocios,2ndoNominas,Sobre2,Cocina1,Cocina2,Cocina3,Produccion1,Produccion2,Produccion3,Casa1,Casa2,Express,Granja,FrutasVerduras,ProveedorVentas,MermasCanastas,Pedidos,Mixto,IvaAVenta,DepositoBBVA,FactClientes,FactGen1,FactGen2,FactGen3,FactGen4,FactGen5,FactGen6,FacturasCFDI,TotalFacturado,TotalXFacturar,FaltaFactura,Mes,MesNumero,Created_At,Updated_At
HIST25_0011,2025-01-11,Sábado,29902.09,30299.09,18171.83,0.0,0.0,0,0.0,396.0,396.0,4311.5,4089.5,0,440.0,1370.87,1770.39,1455.0,2596.26,6174.9,282.59,61.67,1364.25,6.0,10.0,5143.0,826.16,11731.26,0.0,29902.07,0.0,0.0,0.0,0.0,0.0,1758,29902.07,29903.09,1.02,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0012,2025-01-13,Lunes,58672.69,58877.69,38759.67,1447.48,0.0,0,4000.0,1400.0,5400.0,8329.0,7679.0,0,835.0,1505.81,5754.57,2072.0,5347.22,16903.04,172.5,118.17,2063.38,9.0,10.0,6252.0,1622.0,13270.54,997.36,52480.12,0.0,0.0,0.0,0.0,0.0,"1718,1719,1720,1722,1759-1763",53477.48,53477.69,0.21,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0013,2025-01-14,Martes,61208.83,61208.83,36168.65,322.0,0.0,0,4000.0,1000.0,5000.0,7399.0,8028.0,0,565.0,2739.89,3501.97,3095.5,8404.09,15601.71,125.0,42.83,1821.06,12.0,10.0,8373.0,1489.78,19718.18,245.23,55963.08,0.0,0.0,0.0,0.0,0.0,"1721,1764-1768",56208.31,56208.83,0.52,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0014,2025-01-15,Miércoles,57983.77,57983.77,36796.3,465.0,0.0,0,0.0,0.0,0.0,8427.56,7290.44,0,440.0,2095.81,3240.28,3492.35,5550.09,16030.22,388.79,35.76,1407.7,12.0,10.0,7612.2,1774.17,20722.47,0.0,58121.77,0.0,0.0,0.0,0.0,0.0,1769-1773,58121.77,57983.77,-138.0,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0015,2025-01-16,Jueves,59552.77,59219.52,36862.81,568.0,0.0,0,0.0,9334.76,9334.76,8427.56,7290.44,0,440.0,2095.81,3240.28,3492.35,5550.09,16030.22,388.79,35.76,1407.7,12.0,10.0,7612.2,1774.17,12453.95,168.0,49717.74,0.0,0.0,0.0,0.0,0.0,"1723, 1774-1777",49885.74,49884.76,-0.98,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0016,2025-01-17,Viernes,50943.73,51276.98,33707.6,0.0,0.0,0,0.0,0.0,0.0,6855.0,6986.0,0,520.0,1569.11,2088.36,3209.29,6024.3,14593.6,200.0,4.18,1424.12,9.0,20.0,6012.2,1428.57,17569.38,310.99,50965.99,0.0,0.0,0.0,0.0,0.0,1724,51276.98,51276.98,0.0,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0017,2025-01-18,Sábado,36126.68,36126.68,23536.48,0.0,0.0,0,0.0,0.0,0.0,4663.5,4414.0,0,385.0,558.62,2976.31,1369.86,4148.73,7569.27,150.0,33.55,1564.1,15.0,20.0,7494.8,763.94,12590.2,0.0,36126.66,0.0,0.0,0.0,0.0,0.0,1778-1780,36126.66,36126.68,0.02,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0018,2025-01-20,Lunes,73296.9,73296.9,46624.31,0.0,0.0,0,4000.0,1400.0,5400.0,10095.5,10244.4,0,678.0,2172.34,5299.45,3378.39,8358.28,19029.33,350.0,129.81,2582.76,0.0,0.0,8941.5,2037.14,21272.59,0.0,67897.18,0.0,0.0,0.0,0.0,0.0,1781-1785,67897.18,67896.9,-0.28,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0019,2025-01-21,Martes,59276.34,58412.66,34413.17,402.2,0.0,0,4000.0,1000.0,5000.0,7125.9,9882.2,0,518.0,2502.59,5867.75,1798.86,4224.74,15675.72,302.58,260.43,1985.58,0.0,20.0,7243.0,1645.99,18597.29,525.64,52886.94,0.0,0.0,0.0,0.0,0.0,"1725,1726, 1786-1789",53412.58,53412.66,0.08,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0020,2025-01-22,Miércoles,54101.59,54965.27,37857.46,387.8,0.0,0,0.0,0.0,0.0,6960.29,6976.1,0,510.0,4309.02,5897.64,1675.64,4325.39,14628.29,188.79,198.28,1450.58,15.0,39.0,5353.0,1516.58,16720.01,92.75,54872.55,0.0,0.0,0.0,0.0,0.0,"1727, 1790-1793",54965.3,54965.27,-0.03,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0021,2025-01-23,Jueves,59573.44,59573.44,40340.86,85.0,0.0,0,0.0,560.0,560.0,6960.29,6976.1,0,510.0,4309.02,5897.63,1675.64,4325.39,14628.29,188.79,198.28,1450.58,15.0,39.0,5353.0,1516.58,18587.58,1010.5,58000.18,0.0,0.0,0.0,0.0,0.0,"1728, 1794-1797",59010.68,59013.44,2.76,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0022,2025-01-24,Viernes,46700.91,46700.91,29694.81,1077.0,0.0,0,0.0,0.0,0.0,5829.6,5450.0,0,290.0,1196.96,3618.13,2599.56,3532.44,14717.25,339.0,81.36,1380.03,0.0,39.0,6107.7,1461.88,15929.1,1347.7,45353.17,0.0,0.0,0.0,0.0,0.0,"1729-1731, 1798-1800",46700.87,46700.91,0.04,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0023,2025-01-25,Sábado,34040.36,34040.36,21603.95,362.0,0.0,0,0.0,0.0,0.0,4455.4,5972.0,0,320.0,2014.94,3207.97,1238.75,5090.05,6210.72,151.0,21.92,796.58,0.0,89.0,3708.0,764.03,12074.41,662.82,33377.56,0.0,0.0,0.0,0.0,0.0,"1732,1733, 1801-1802",34040.38,34040.36,-0.02,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0024,2025-01-27,Lunes,65428.2,64440.2,37992.35,301.06,0.0,0,4000.0,1400.0,5400.0,7950.3,8127.9,0,731.0,2145.04,6332.59,2828.7,5106.92,16682.24,385.99,91.85,2192.58,0.0,40.0,11119.0,1578.09,20746.79,0.0,58992.56,0.0,0.0,0.0,0.0,0.0,1803-1808,58992.56,59040.2,47.64,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0025,2025-01-28,Martes,62722.52,63710.52,42856.75,145.41,0.0,0,4000.0,1000.0,5000.0,8201.9,7720.0,0,633.0,2004.16,5423.9,2164.0,8376.92,15126.94,313.0,68.13,2150.65,0.0,20.0,8926.5,1477.42,15708.36,504.72,58014.57,0.0,0.0,0.0,0.0,0.0,"1734,1735,1736, 1809-1812",58519.29,58710.52,191.23,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0026,2025-01-29,Miércoles,56765.75,56765.75,32991.18,491.68,0.0,0,4000.0,0.0,4000.0,6781.0,8204.4,0,764.0,1061.63,3371.91,1957.13,4712.52,17732.66,388.29,251.75,2330.69,0.0,10.0,7342.0,1770.77,19282.89,1683.63,51194.92,0.0,0.0,0.0,0.0,0.0,"1737-1739, 1813-1816",52878.55,52765.75,-112.8,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0027,2025-01-30,Jueves,58590.76,58590.76,34621.66,0.0,0.0,0,4000.0,4397.0,8397.0,7882.78,7630.0,0,756.0,2009.56,2975.7,2405.72,5879.02,16725.68,415.8,149.81,1868.32,0.0,0.0,8074.0,1702.37,15572.1,203.16,50011.35,0.0,0.0,0.0,0.0,0.0,"1740, 1817-1821",50214.51,50193.76,-20.75,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0028,2025-01-31,Viernes,45918.73,45918.73,31049.56,0.0,0.0,0,0.0,0.0,0.0,5751.0,6141.8,0,922.5,725.34,1920.33,2108.99,3580.3,14563.56,277.58,161.69,2191.61,0.0,0.0,5913.0,1574.03,14869.17,116.0,45802.8,0.0,0.0,0.0,0.0,0.0,1822-1824,45918.8,45918.73,-0.07,Enero,1,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0029,2025-02-01,Sábado,26659.58,26659.58,16485.54,0.0,0.0,0,0.0,0.0,0.0,3832.5,3255.6,0,395.0,457.16,1674.45,1180.2,2786.74,5204.61,364.79,41.8,1266.58,0.0,20.0,5607.5,572.65,10174.04,0.0,12637.9,14021.66,0.0,0.0,0.0,0.0,,26659.56,26659.58,0.02,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0030,2025-02-04,Martes,66320.14,66112.44,43440.12,636.2,0.0,0,4000.0,1400.0,5400.0,7577.71,9923.29,0,1065.0,2707.55,5630.19,2891.88,7387.95,15885.23,316.37,139.11,2969.78,0.0,0.0,8112.0,1714.08,16636.12,777.84,23632.53,14190.14,3330.29,7139.58,11711.39,0.0,,60781.77,60712.44,-69.33,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0031,2025-02-05,Miércoles,68898.58,69354.48,41622.85,481.75,0.0,0,4000.0,1000.0,5000.0,8094.78,8811.4,0,1371.0,1118.64,5562.33,1715.7,6998.62,20187.35,376.79,69.99,2266.96,0.0,10.0,10031.0,2221.02,22249.88,714.13,10290.62,13223.55,14776.42,27283.47,0.0,0.0,,66288.19,64354.48,-1933.71,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0032,2025-02-06,Jueves,54160.13,54780.73,35227.63,0.0,0.0,0,0.0,4490.0,4490.0,8094.78,8811.4,0,1371.0,1118.64,5562.33,1715.7,6998.62,20187.35,376.79,69.99,2266.96,0.0,10.0,10031.0,2221.02,15063.1,1185.64,19812.19,8768.96,14512.3,7984.12,0.0,0.0,,52263.21,50290.73,-1972.48,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0033,2025-02-07,Viernes,55284.31,55284.31,34170.28,0.0,0.0,0,0.0,0.0,0.0,7901.4,5268.0,0,761.0,1258.28,3841.21,2185.8,5707.86,17242.76,238.79,121.73,1768.31,0.0,10.0,7161.0,1760.17,21114.03,1418.63,3968.38,26197.22,13046.73,8556.79,0.0,0.0,,53187.75,55284.31,2096.56,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0034,2025-02-08,Sábado,27979.1,27979.1,18575.92,310.0,0.0,0,0.0,0.0,0.0,3574.6,3880.5,0,228.0,1834.56,2942.37,1198.1,3176.6,5077.98,25.0,36.32,1556.03,0.0,10.0,3896.2,513.84,9093.18,0.0,21379.44,6384.14,0.0,0.0,0.0,0.0,,27763.58,27979.1,215.52,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0035,2025-02-10,Lunes,61258.46,61481.46,39194.59,0.0,0.0,0,4000.0,1400.0,5400.0,8094.78,8811.4,0,1371.0,1118.64,5562.33,1715.7,6998.62,20187.35,376.79,69.99,2266.96,0.0,10.0,10031.0,2221.02,16886.87,534.6,27529.13,14455.59,9827.8,0.0,0.0,0.0,,52347.12,56081.46,3734.34,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0036,2025-02-11,Martes,61073.37,61073.37,37673.93,0.0,0.0,0,4000.0,1000.0,5000.0,7474.0,9206.5,0,625.0,1206.5,3698.31,2702.5,6845.32,16408.54,475.0,38.72,2493.03,9.0,10.0,8286.5,1565.45,18399.44,255.85,27081.3,14380.78,9775.29,6469.37,0.0,0.0,,57962.59,56073.37,-1889.22,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0037,2025-02-12,Miércoles,55451.8,55451.8,34032.68,0.0,0.0,0,0.0,0.0,0.0,7669.6,6857.1,0,1002.5,2989.61,3828.13,2883.06,6531.99,14344.5,75.0,68.49,2098.23,9.0,10.0,5664.0,1362.59,21419.12,534.18,27620.44,13560.81,8942.23,4499.32,0.0,0.0,,55156.98,55451.8,294.82,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0038,2025-02-13,Jueves,55760.99,55760.99,30958.78,894.0,0.0,0,0.0,2456.0,2456.0,8218.4,6712.0,0,550.0,3114.02,4134.84,2934.33,7274.96,11992.33,17.36,17.36,2372.26,0.0,10.0,6749.2,1373.29,21452.21,410.7,24884.05,14154.02,9987.92,5514.85,0.0,0.0,,54951.54,53304.99,-1646.55,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0039,2025-02-14,Viernes,43243.11,43243.11,23442.19,872.35,0.0,0,0.0,1280.0,1280.0,5916.6,6099.0,0,583.0,2157.89,1912.56,1831.87,3842.53,12529.29,425.0,20.25,1539.19,0.0,49.0,4937.0,1320.93,17648.57,236.0,22554.51,12065.24,6608.23,0.0,0.0,0.0,,41463.98,41963.11,499.13,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0040,2025-02-15,Sábado,26828.39,26828.39,16349.77,0.0,0.0,0,0.0,0.0,0.0,2916.6,3271.0,0,485.0,1252.28,3736.92,1156.53,2676.14,6765.63,0.0,17.13,1077.69,12.0,10.0,2683.0,739.47,10478.62,0.0,19943.3,6813.12,0.0,0.0,0.0,0.0,,26756.42,26828.39,71.97,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0041,2025-02-17,Lunes,72428.55,72428.55,48005.74,0.0,0.0,0,4000.0,1400.0,5400.0,8716.6,9937.8,0,1198.0,2840.45,4995.38,3342.85,7446.85,18943.06,0.0,105.44,2602.21,12.0,0.0,10060.9,2140.01,19022.81,0.0,31538.17,16470.68,10555.2,7725.19,0.0,0.0,,66289.24,67028.55,739.31,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0042,2025-02-18,Martes,65586.06,65586.06,44799.5,343.74,0.0,0,4000.0,1000.0,5000.0,9356.99,8158.0,0,963.0,1789.98,4913.15,3212.78,7110.87,18134.61,0.0,172.94,2078.65,9.0,10.0,7522.2,2037.89,15442.82,0.0,28857.76,15551.05,10479.39,6809.29,0.0,0.0,,61697.49,60586.06,-1111.43,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0043,2025-02-19,Miércoles,55249.78,55249.78,32286.06,351.6,0.0,0,0.0,0.0,0.0,6746.81,6919.0,0,773.0,1836.34,3170.31,2284.5,6366.82,14266.74,0.0,119.37,1899.83,9.0,10.0,9330.2,1420.86,22612.12,624.57,29034.03,12523.42,8256.91,4496.85,0.0,0.0,,54935.78,55249.78,314.0,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0044,2025-02-20,Jueves,62885.15,62293.0,36671.04,0.0,0.0,0,0.0,0.0,0.0,8155.4,8845.0,0,890.0,2936.13,2400.55,3620.36,5559.15,18245.35,0.0,57.73,2606.72,0.0,10.0,7519.0,1884.76,25621.96,0.0,26774.19,14753.41,9941.9,6709.11,5549.43,0.0,,63728.04,62293.0,-1435.04,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0045,2025-02-21,Viernes,52160.98,52753.13,36782.2,389.51,0.0,0,0.0,0.0,0.0,6942.0,7135.0,0,1007.0,1842.4,2141.21,2905.87,6405.33,13983.74,0.0,110.59,2120.22,12.0,0.0,5837.0,1621.62,15581.42,161.26,25640.63,14271.05,8576.99,0.0,0.0,0.0,,48649.93,52753.13,4103.2,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0046,2025-02-22,Sábado,34086.17,34086.17,20891.63,639.0,0.0,0,0.0,0.0,0.0,3835.4,4716.8,0,641.0,1182.48,2587.71,1695.03,2839.24,7831.07,420.0,8.74,825.13,9.0,30.0,6638.0,797.57,12555.54,0.0,26218.11,7609.06,0.0,0.0,0.0,0.0,,33827.17,34086.17,259.0,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0047,2025-02-24,Lunes,59986.2,59986.2,38589.34,942.0,0.0,0,4000.0,1400.0,5400.0,7541.4,6161.0,0,803.0,1809.94,4435.72,3740.93,5158.7,18678.69,0.0,79.62,1758.25,12.0,0.0,7829.0,1919.95,15054.86,160.87,26007.68,14255.59,9881.26,6373.94,0.0,0.0,,56679.34,54586.2,-2093.14,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0048,2025-02-25,Martes,61955.3,61742.3,43243.23,0.0,0.0,0,4000.0,1000.0,5000.0,9037.4,6414.2,0,785.0,3553.0,4794.24,2744.19,8005.62,16757.11,0.0,38.74,1886.18,0.0,0.0,6123.0,1719.62,13499.07,283.09,27987.68,15563.66,9987.73,5769.62,0.0,0.0,,59591.78,56742.3,-2849.48,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0049,2025-02-26,Miércoles,58644.09,58857.09,36458.22,0.0,0.0,0,0.0,0.0,0.0,8485.74,6306.85,0,1180.0,1494.47,3442.23,3237.99,5912.24,17823.05,0.0,47.8,1618.37,0.0,20.0,7228.5,1750.85,22398.87,0.0,29898.18,14255.6,9063.58,4903.1,0.0,0.0,,58120.46,58857.09,736.63,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0050,2025-02-27,Jueves,58866.73,58866.73,39190.05,0.0,0.0,0,0.0,6529.0,6529.0,7943.0,6486.7,0,797.0,1047.04,4220.7,2521.16,6601.06,17887.1,0.0,22.68,1825.88,9.0,10.0,7595.0,1842.41,13147.68,1270.01,25748.97,14563.56,9819.16,0.0,0.0,0.0,,51401.7,52337.73,936.03,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0051,2025-02-28,Viernes,54051.97,53220.47,40826.75,0.0,0.0,0,0.0,371.0,371.0,5507.4,6288.5,0,680.0,2781.39,3810.01,2556.86,6990.01,15859.44,0.0,35.6,1778.21,0.0,0.0,5830.0,1779.55,12022.72,657.64,28856.75,12806.18,8136.37,1392.8,0.0,0.0,,51849.74,52849.47,999.73,Febrero,2,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0052,2025-03-01,Sábado,26042.77,26874.27,18649.08,1743.47,0.0,0,0.0,0.0,0.0,3149.0,2893.7,0,595.0,722.89,2836.12,1545.13,2512.67,5435.33,0.0,50.63,974.34,9.0,10.0,4702.4,577.57,6481.72,0.0,12354.11,13869.76,0.0,0.0,0.0,0.0,,26223.87,26874.27,650.4,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0053,2025-03-03,Lunes,63065.25,63065.25,40878.4,435.0,0.0,0,4000.0,1400.0,5400.0,7943.1,9181.5,0,1093.0,1124.03,5085.73,2335.69,6452.89,17276.47,0.0,112.34,1998.45,0.0,0.0,8355.0,1875.05,16351.85,362.2,23058.78,14592.52,9417.14,6247.59,3986.19,0.0,,57664.42,57665.25,0.83,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0054,2025-03-04,Martes,65494.07,65494.07,41358.76,1056.5,0.0,0,4000.0,1000.0,5000.0,8947.49,10394.7,0,778.0,1197.47,3830.04,2990.72,6776.48,18124.22,0.0,92.81,2804.42,6.0,0.0,7452.0,1973.72,18078.81,540.89,23311.55,14611.84,9950.86,6993.3,5084.93,0.0,,60493.37,60494.07,0.7,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0055,2025-03-05,Miércoles,59713.78,59306.28,35259.98,314.0,0.0,0,0.0,0.0,0.0,8299.6,9437.7,0,808.0,2787.95,2171.89,2742.22,6771.33,17454.78,280.0,94.2,1592.0,6.0,0.0,4992.49,2072.62,23732.3,489.24,25563.17,14691.33,9492.54,6315.58,2754.4,0.0,,59306.26,59306.28,0.02,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0056,2025-03-06,Jueves,51150.44,51557.94,33852.83,436.4,0.0,0,0.0,0.0,0.0,7181.5,7170.4,0,399.0,882.0,2659.2,2328.78,5270.48,14789.69,700.0,153.75,1096.09,0.0,20.0,6895.93,1487.62,17268.71,263.0,26846.76,12966.5,7865.95,3615.75,0.0,0.0,,51557.96,51557.94,-0.02,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0057,2025-03-07,Viernes,58620.4,58620.4,37690.29,0.0,0.0,0,0.0,0.0,0.0,7670.2,8796.5,0,735.0,960.04,2450.95,2570.39,6385.4,17471.27,1136.38,137.09,1953.18,6.0,0.0,6201.44,2059.56,20930.11,2030.89,27247.95,14140.18,9053.82,6147.55,0.0,0.0,,58620.39,58620.4,0.01,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0058,2025-03-08,Sábado,27033.87,27033.87,16537.81,965.24,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9530.82,769.97,21694.0,4569.9,0.0,0.0,0.0,0.0,,27033.87,27033.87,0.0,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0059,2025-03-10,Lunes,70648.06,70238.06,50538.8,14.5,0.0,0,4000.0,2930.0,6930.0,8529.22,9735.61,0,475.0,2453.1,5045.34,2766.93,7450.44,18621.63,676.38,55.94,2636.35,0.0,0.0,9974.43,2082.69,12754.76,250.48,24470.8,15623.34,10813.27,7227.24,5330.35,0.0,,63715.48,63308.06,-407.42,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
HIST25_0060,2025-03-11,Martes,62339.09,62749.09,40398.15,0.0,0.0,0,4000.0,1100.0,5100.0,8320.0,8307.0,0,982.0,2577.53,2704.7,3546.13,6037.07,19129.05,560.0,32.17,1297.58,6.0,2090.53,6633.33,2090.53,17250.94,247.27,22362.86,13968.78,9474.06,6440.09,4750.93,0.0,,57243.99,57649.09,405.1,Marzo,3,2026-03-01T17:54:53.519330,2026-03-01T17:54:53.519330
